OrderID,CustomerID,Sales,TransactionDate
04054H2JQQC,LYNCI46449,2544.8,2015-01-02
10244D2NGBOA,NASHM61972,344,2015-01-02
10244I3NCPN,PETRE20826,2405.4,2015-01-02
09014H3YKFOA,STERJ26881,992,2015-01-02
102440ANLGMB,ENGVG15670,1384.6,2015-01-02
10254I9OCDM,GIAME86204,1651.2,2015-01-02
10264I2OKUQA,TORRI84915,647.8,2015-01-02
11114K5TOTP,HAMIS17589,1204.2,2015-01-02
11124R2TZQT,GRIFS24792,1343.1,2015-01-02
101840JLQCH,WOJCJ76535,1357.2,2015-01-02
10194E3MABMB,FRANJ12031,260.9,2015-01-02
10194E3MABMC,FRANJ12031,87,2015-01-02
10244M5NBEYA,VIOLT81602,578.8,2015-01-02
110940MSQXS,WAY9E28799,545.3,2015-01-02
11104EVSZVI,RIVEI15173,844.2,2015-01-02
10264G5OMRE,CARAT88244,1693,2015-01-02
111140JTTOI,MACND81767,978.7,2015-01-02
111140JTTOW,MACND81767,1174.5,2015-01-02
111140MTSYH,WITHD96116,3047.8,2015-01-02
11124E6TYUM,MASCT37904,2264.5,2015-01-02
10304H9PSMWB,RIVET92139,3166.1,2015-01-02
11094N3STGSB,SMITK32540,425.1,2015-01-02
10254I7OEDP,MAGDP86601,1616.2,2015-01-02
10254M4NYBL,LANGA74399,451.5,2015-01-02
11104P6TDRK,MICHD98527,719.7,2015-01-02
10264H4OUJNA,THOMK20304,1290.1,2015-01-02
11164E7VFVM,GAROE70346,705.6,2015-01-02
11164I6VGDU,TENGJ23930,2388.7,2015-01-02
12244T1GMCW,SENTN64389,3443,2015-01-02
12244W2GKOE,HOQUA64248,1099.6,2015-01-02
12244W2GKOG,PITSC56946,462.7,2015-01-02
12244H3GMMU,WINGR57405,880.8,2015-01-02
12244H5GMHB,FRIES64403,596.6,2015-01-02
12244H5GNWW,WINDV94551,1615.4,2015-01-02
12244M5GMIS,FRIES64409,441.3,2015-01-02
12244W2GKOI,DURKZ64262,2002,2015-01-02
12244W2GKOK,LISSR30037,344,2015-01-02
12244W2GKOM,RAMDD25366,1387.1,2015-01-02
12244W2GKTN,DEMBI24932,27.2,2015-01-02
12274H3HBTB,FONTL66879,5573.3,2015-01-02
12274H3HBXH,STACV11599,548.7,2015-01-02
12274I2GZGJ,STIRR38954,1114.6,2015-01-02
12274I2HDTK,LEEGA59322,1597.4,2015-01-02
12274I2HDWA,GARCR12069,2005.5,2015-01-02
12274I2HEEQ,NOVEE49031,764.5,2015-01-02
12274I2HFDK,RAMAA67570,2405,2015-01-02
12274P3GXZM,RODRS74802,910.5,2015-01-02
12274P3HFBS,CANGJ67558,838.2,2015-01-02
12274P4GXXF,LEETI66264,1977.3,2015-01-02
12274P4GZUO,DUTTN66602,2905,2015-01-02
12274I3HBSW,SHERB66885,5652.7,2015-01-02
111540MUVDQ,CHURJ21971,118.7,2015-01-02
111540MUVFT,CHURJ21971,744.9,2015-01-02
11204N2WHSG,JOHNJ27253,845.7,2015-01-02
12264E2GRXL,MICHS65191,1068.9,2015-01-02
12264E3GPZH,VUONB71916,2559.4,2015-01-02
12264E3GQFR,NECKM64915,1016.5,2015-01-02
12274C2GXIU,GERRS90034,3246.8,2015-01-02
12274C2GYFF,ROBIS41907,1652.6,2015-01-02
12274E3GYNC,LINBI66380,576.7,2015-01-02
12274E3GZHC,CONTL66507,3218.6,2015-01-02
12274E3HBFS,DECOS29239,1752.6,2015-01-02
12274E3HCCX,POTAT66979,5281.3,2015-01-02
12274E3HDAI,SMITG67151,3235.6,2015-01-02
12274E3HDZR,SMITG67151,3578.1,2015-01-02
12274E8HDAY,RASKG57698,1859.7,2015-01-02
12284LVHLJMB,TAVAA68904,247.8,2015-01-02
12284LVHMCN,GUMID96136,635.5,2015-01-02
122840EHGPN,JASKR32049,2568.2,2015-01-02
122840EHGUQ,HETZM74912,301.3,2015-01-02
122840EHHIE,SINGT68044,1879.2,2015-01-02
122840THLIW,KHOUR94030,1341.3,2015-01-02
122840THLRB,SETTV68956,8273,2015-01-02
122840THLRBB,SETTV68956,866.7,2015-01-02
122840THMLU,HALLL69166,5333.8,2015-01-02
120540JBFJO,AUGUS46313,1519.2,2015-01-02
12294E3HUZO,FREDR70412,3845.5,2015-01-02
12294E4HOAA,CASCL48923,2773.3,2015-01-02
12294E4HOEN,DOLAC22491,524.5,2015-01-02
12294E4HPHF,DEPIJ69551,1392.5,2015-01-02
12294E4HPTP,BRUZM29998,3956.9,2015-01-02
12294E4HQNH,WARDG50999,2317,2015-01-02
12294E4HQPS,MARRR61585,2780.6,2015-01-02
12294E4HQPV,PROTR69671,1352.5,2015-01-02
12294E4HRJY,DELIJ777Z4,1685.2,2015-01-02
12294E4HSCK,MITCT67736,1040.4,2015-01-02
12294E4HSQV,VIRAZ64908,2101.8,2015-01-02
12294E4HTIE,BARSB11265,1482,2015-01-02
12294E4HULK,VOGTV70308,546.2,2015-01-02
12294E4HUOV,NUNEZ70331,2242.3,2015-01-02
12294E8HNOD,SORRA69322,2876.1,2015-01-02
11154G5USTN,LOUIH33183,59.6,2015-01-02
11154H8VBVFA,SAUNJ54665,59.4,2015-01-02
11154M3UYKT,CIUFD22567,1728.7,2015-01-02
10264J1ORUEA,DIDOR75050,547.6,2015-01-02
10264J1ORUEB,DIDOR75050,478.5,2015-01-02
11164H8VHOQ,PLATL24183,1204.6,2015-01-02
11174E5VJQZ,WASAL24630,4756.5,2015-01-02
09064E5ZYPU,VICTA31525,4302.5,2015-01-02
09254H5EZHF,WARDG50999,6635.9,2015-01-02
12234H8GIWD,DUNNJ64047,320.4,2015-01-02
12024W2AFXVA,ROMAJ31092,59.5,2015-01-02
12034K9ATFC,HEINL17677,985.6,2015-01-02
12304LVHXZY,CHASK70703,324.8,2015-01-02
12304L1HWRJ,KOROM70563,1150.1,2015-01-02
12304L1HWVI,RESNA70579,1065.7,2015-01-02
12304L1HYMZ,RACL1,699,2015-01-02
12304P5HVSV,SARBJ24702,2622.4,2015-01-02
12304P5HWAY,REEDJ63318,493.7,2015-01-02
12304P5IAJW,WEGMR70984,445.2,2015-01-02
12304W2HVOG,KEATL84869,286.7,2015-01-02
1206407BLKF,SPANC47152,1596.1,2015-01-02
12294C7HNNT,HILDJ69254,4248.4,2015-01-02
12294C7HOFI,CALKK88325,849.7,2015-01-02
12294C7HPDI,DEBIM31993,348.2,2015-01-02
12294C7HPER,DEBIM31993,648.7,2015-01-02
12294C7HPES,LINKA90928,1127.3,2015-01-02
12294C7HPOD,MIGLJ69529,5780,2015-01-02
12294E1HUZR,JUPAM70408,5649.5,2015-01-02
12294E2HOZW,DALTK69496,1999.8,2015-01-02
12294E2HPHO,LEE9J33594,2117.5,2015-01-02
12294E2HPSI,WHITW35390,1197.3,2015-01-02
12294E2HSRZ,BARRL69996,1472.3,2015-01-02
12294E2HULE,MANTM65201,3492.5,2015-01-02
12294E2HULG,MANZT17525,1459.3,2015-01-02
12294E3HNGZ,WALSB69304,608.8,2015-01-02
12294E3HOEJ,CHINL12499,1997.1,2015-01-02
12294E3HONC,ARRIT69421,2602.6,2015-01-02
12294E3HOQB,JARAI69438,1123.4,2015-01-02
12294E3HPAI,MONTJ69509,860.2,2015-01-02
12294E3HQKX,ZEIGR16304,1785.8,2015-01-02
12294E3HQSQ,SALAD95992,879.5,2015-01-02
12294E3HQVT,MESSD69723,2792.7,2015-01-02
12294E3HRIS,BROLR69812,2725,2015-01-02
12294E3HSJU,MARCR69943,8382.4,2015-01-02
12294E3HSKJ,HIRSB66148,1691.7,2015-01-02
12294E3HTDB,GUZMA655Z4,2180.5,2015-01-02
12294E3HTPZ,GIANP42172,1458.4,2015-01-02
12294E3HTXY,BARNT70185,2832.2,2015-01-02
12294E3HUJX,ORTIR70275,5389.5,2015-01-02
12294E3HUWK,TATIF46107,2531.6,2015-01-02
12294N3HNUU,FREEA83924,1000.4,2015-01-02
12294N3HPZX,EDWAJ29402,2228.8,2015-01-02
12294N3HQFX,MAREJ37395,2005,2015-01-02
12294N3HQVK,LESLF17502,1049.4,2015-01-02
12294N3HRKR,JULIM69826,1299.9,2015-01-02
12294N3HRMY,ZOUYI67055,321,2015-01-02
12294N3HSJE,MARCB69952,5271.8,2015-01-02
12294N3HSMG,MARCB69952,619.5,2015-01-02
12294N3HSPX,GAMBJ69998,2878.3,2015-01-02
12294N3HUIM,BHATD70276,2856.9,2015-01-02
12294N3HUKM,STOED70290,1535.3,2015-01-02
12064N3BLGSA,PECHJ26097,297.7,2015-01-02
12064N3BLGSB,PECHJ26097,279.1,2015-01-02
12064P6BLHGA,WRIGP47122,295.4,2015-01-02
12304E7IAHJ,HURLJ70964,3767.4,2015-01-02
12314I7IGIB,DOLMT66481,544.4,2015-01-02
12314K9IFDV,ZELLM71579,1333.4,2015-01-02
12314K9IHZK,GUARA75958,279.8,2015-01-02
12314K9IIXG,KEANC72081,1588.9,2015-01-02
12314T1IFVA,GILCE71680,762.2,2015-01-02
12314T1IJTL,HUAYA72228,1227.9,2015-01-02
1231402IFJD,BERGJ71615,1015.1,2015-01-02
1231402IGDZ,SIMOJ71728,1505.5,2015-01-02
1231402IGFA,SIMOJ71728,3094.2,2015-01-02
1231402IGTE,GUIDM68024,3047.3,2015-01-02
1231402IHHP,BATCS86082,885.5,2015-01-02
1231402IHZP,COLER97853,360.7,2015-01-02
1231402IIAC,DOOL296,329.3,2015-01-02
1231402IIYL,FIRLJ95217,486,2015-01-02
1231403IEXK,LOOML71540,3042.5,2015-01-02
12314L1IEQZ,PFAFW71533,486.5,2015-01-02
12314L1IFMC,GAMBR20205,338.1,2015-01-02
12314L1IGJI,NOBBS71757,553.3,2015-01-02
12314M6IIYE,MORRM72093,572.7,2015-01-02
12314NVIINA,PADIJ37569,487.7,2015-01-02
12314NVIINI,PADIJ37569,217.3,2015-01-02
12314NVIIPP,RIVEV72031,1679.3,2015-01-02
12314N1IEKY,RUSSM24889,357.4,2015-01-02
12314N3IFRU,KINGP38215,512.5,2015-01-02
12314N3IIWE,LIGHR25194,673,2015-01-02
1231403IFBB,LEUZE4034,528.1,2015-01-02
12304R3IAGH,MOURJ60389,237.6,2015-01-02
123040THWBK,ADLEC74062,1399.1,2015-01-02
123040THWBV,GELBB70515,3355.9,2015-01-02
123040THWCQ,CARES91015,2370.9,2015-01-02
123040THWKJ,FONTJ70543,1701.9,2015-01-02
123040THXKQ,MONTA70636,1659.7,2015-01-02
1230409HWLR,HUYCC70548,675,2015-01-02
1230409IAOM,MALER71016,1370.5,2015-01-02
1230409IBFG,PARKA22097,1304.6,2015-01-02
12314CVIIPW,WOODK72046,1263.8,2015-01-02
12314C1IEOF,SHERP27743,253.1,2015-01-02
12314C1IEYT,LEE9M47264,172.2,2015-01-02
12314C1IJKWA,FRANV72161,1950.4,2015-01-02
12314G2IINT,SAMUY36842,1382.5,2015-01-02
12314G2IIRF,JOHNV72017,1132.3,2015-01-02
12314G2IJRR,DAVIK72214,1806,2015-01-02
12314P3IELH,HILLJ71514,746.2,2015-01-02
12314P3IGBH,CAMPG71712,1058.9,2015-01-02
12314P4IJBZ,BLOSS72118,566,2015-01-02
12314P5IEMW,SASAN71523,338.1,2015-01-02
12314P5IFKJ,DAVIJ71622,650.8,2015-01-02
12314P5IGIN,MCCOS71753,1122.5,2015-01-02
12314P5IGVR,NEATS63443,630.7,2015-01-02
12314P5IHKH,HAYNE71886,1838,2015-01-02
12314P6IFHL,WAMBD71603,846.9,2015-01-02
12314T2IHWT,GARBE71939,856.1,2015-01-02
1231403IHFL,SANTK71864,885.4,2015-01-02
1231403IHFP,NEUBD71852,3211.8,2015-01-02
1231403IIOK,STANJ72035,1618.9,2015-01-02
1231403IIQV,PICKS72048,3438.2,2015-01-02
1231407IIXL,LAMAJ89905,946.1,2015-01-02
12314A1IHUX,CONRM71935,2688,2015-01-02
12314H9IJUX,BANKB72236,2218.8,2015-01-02
12314I1IIXW,FORMS66500,485.5,2015-01-02
12314I1IJOL,CURRT72197,162.9,2015-01-02
12314I1IJOT,CURRT72197,444.3,2015-01-02
12314I2IEBP,MCCAD21284,1803.9,2015-01-02
12314I2IFLZ,GOLDL71625,702.2,2015-01-02
12314M3IGTT,ACKEL88472,1507.6,2015-01-02
12314M3IGXO,MCCAL71822,785.2,2015-01-02
12314M4IEQR,NEVEA71531,854.9,2015-01-02
12314M4IFAL,HUTCW71572,679.4,2015-01-02
12314M4IFUM,WOMAR19218,462.1,2015-01-02
12314M4IGJC,MACHJ65750,541.8,2015-01-02
12314M4IGVB,LAWRT94128,124.3,2015-01-02
12314M4IHSM,MELOD67811,1168.7,2015-01-02
12314M4IINX,LUCIR72036,870.2,2015-01-02
12314M4IJEZ,CAMED74895,566.3,2015-01-02
12314M5IEUS,GAGNJ71545,1792.1,2015-01-02
12314W2IDTE,CHILM81969,172,2015-01-02
12314W2IDUV,THRAK82826,479,2015-01-02
123140GIJFM,BOWL125,410.3,2015-01-02
123140JIEMR,LOPEA71521,128.3,2015-01-02
01015C4ILOS,ANVIL72581,977.6,2015-01-02
01015C4INEL,HARKP72939,440.2,2015-01-02
01015C4INSY,BECKC73083,3721.1,2015-01-02
01015C4IOCS,CYR9P69734,822.3,2015-01-02
01015C4IOSS,OCONE73322,828.4,2015-01-02
01015E3ILVW,ZITAA46077,261,2015-01-02
01015E3ILWZ,KRAUM66549,1769.7,2015-01-02
01015FVIKWX,EVANP14636,846.4,2015-01-02
01015FVIKZN,KANDK72468,341.3,2015-01-02
01015FVIKZT,MIMSD44031,598.1,2015-01-02
01015FVINOL,BELLR73022,433.4,2015-01-02
01015FVINQJ,BELLR73022,658.1,2015-01-02
01015FVIOMD,IRAML73258,448.3,2015-01-02
01015G4IPCZ,GASTM73423,1268.4,2015-01-02
01015G5IKNU,LEEDD29652,1348.9,2015-01-02
12304MVHYFM,LUSHI70609,4873,2015-01-02
12304MVHYLG,LUSHI70609,574.2,2015-01-02
12304MVHZBF,LUSHI70609,1074.1,2015-01-02
12304C1HXAT,WILLJ70591,4673.2,2015-01-02
12304C1HXRW,RODAM63810,1192.1,2015-01-02
12304C1HXXV,WILLJ70591,159.5,2015-01-02
12304C1HYXX,GUILG41329,1954.7,2015-01-02
12304A1IADI,LEYDA70947,613.4,2015-01-02
12304A1IAFC,HANCK22059,423.4,2015-01-02
12304A1IBFJ,FARRM71094,6477.8,2015-01-02
12304A1IBWG,HABEM71183,3907.4,2015-01-02
12304CVHWVJ,HARRL70577,665.8,2015-01-02
12304C6HWIY,MANCP70538,3454.2,2015-01-02
12304C6HWLD,JOHNE89430,1100.7,2015-01-02
12304C6HWUA,GROMS601Z2,862.5,2015-01-02
12304C6HWVR,CANII71944,2553.4,2015-01-02
12304C6IDDE,SHANJ35268,1703.2,2015-01-02
12304C7HXLX,KOUKD70651,1372.9,2015-01-02
12304C7HYGN,SHOOC70719,1380.4,2015-01-02
12304C7HYOL,RIDLM70758,491.8,2015-01-02
12304C7IBGO,FRANH71110,1010.2,2015-01-02
12304C7IBGOA,FRANH71110,441.4,2015-01-02
12304C8HWAK,PASSR21418,637,2015-01-02
12304C8IBHR,FLAMA71116,63.8,2015-01-02
12304C8ICUG,GALLD10740,1489,2015-01-02
12304E1IBQN,GONZW80726,571.4,2015-01-02
12304KVICNA,RACKV,850,2015-01-02
12304KVICRG,DONAM27015,1363.6,2015-01-02
01015R4IKKA,MUSTA33483,27,2015-01-02
01015R4IMRS,LOUCD72825,1330.5,2015-01-02
01015R4INLH,LINDJ72991,474.1,2015-01-02
01015R4IOGO,BURCR73205,555.1,2015-01-02
01015R4IPFI,BLIZL73460,542.1,2015-01-02
010150JIMBY,BACOG75832,451.3,2015-01-02
010150JIMGF,MCLEJ72731,815.9,2015-01-02
01015G5ILSD,CARTP72611,196,2015-01-02
01015G5ILUN,LAURO72621,652.2,2015-01-02
01015G5IMMY,JULIA72778,978.8,2015-01-02
01015G5IOPH,FINGM73289,352.7,2015-01-02
01015H2ILCC,SIROL72489,2111,2015-01-02
01015I6ILRK,MIYAK72580,1327.1,2015-01-02
01015I7IMMA,QUIZJ72753,1979.2,2015-01-02
01015M3IKWU,YOUNJ72439,1114.5,2015-01-02
01015I2ILXZ,DOMEM72662,107.3,2015-01-02
01015I2INSN,MASOH73046,2169.9,2015-01-02
01015I3IKSC,PETER72398,765.8,2015-01-02
010150JIMGFA,MCLEJ72731,212.8,2015-01-02
010150JINII,LOVAL72970,494.8,2015-01-02
010150JINRH,STEVE73050,780.8,2015-01-02
010150JINWA,AITCA73105,1618.9,2015-01-02
0101502IPHO,ATKI492,5020.9,2015-01-02
0101502IPHOA,ATKI492,459.1,2015-01-02
0101509ILCM,BECKV13071,145.8,2015-01-02
0101509ILXU,REPSB72660,646.9,2015-01-02
0101509IMCX,DZIEM25340,463.3,2015-01-02
0101509INPI,FORKB73051,1162.7,2015-01-02
0101509IOGI,WILLM34025,533.5,2015-01-02
010150JIKEZ,WILLT72312,754.9,2015-01-02
010150JIKRG,KOHLJ62011,412.2,2015-01-02
01015A1ILHH,SAVAA66940,911.5,2015-01-02
01015A1IMFW,HABIS72728,916.9,2015-01-02
01015A1INMY,TOBIJ73027,873.7,2015-01-02
01015A1IOOU,VINCS47611,572.4,2015-01-02
01015A1IPAV,LAROM73403,490.3,2015-01-02
01015CVIOXI,ROGET31638,766.8,2015-01-02
01015C1ILAW,SICAJ61448,929.4,2015-01-02
01015C1INXD,CLATA10379,2403.5,2015-01-02
01015C5IMCS,GAVIM72711,532.8,2015-01-02
01015C5INAC,RICHD58183,1243.2,2015-01-02
01015C9INPL,ALPHN73007,1269.8,2015-01-02
01015D1ILAB,BURRJ21379,2419,2015-01-02
01015EVIOYS,VANNC73359,416.2,2015-01-02
01015EVIPBM,THOML73389,1343.9,2015-01-02
01015EVIPGH,ALVAM73469,426.9,2015-01-02
01015E1IMAS,PEREE72676,524.3,2015-01-02
01015E1IMHU,LATIT72735,1282.9,2015-01-02
01015E2INZG,GERLB69144,1593.1,2015-01-02
01015E2IPJN,WHITL73490,2031.8,2015-01-02
01015J2IMZS,HOFFT15871,567.6,2015-01-02
01015KVIKXL,CAULJ86386,550.1,2015-01-02
01015KVILJP,HARRJ72542,72.1,2015-01-02
01015KVILZP,LINTL13551,152.6,2015-01-02
01015KVIOGJ,BUTLJ11212,931.7,2015-01-02
01015K1IOJE,THIMR36727,1143.6,2015-01-02
01015E7IKLT,DENNC82512,1610.3,2015-01-02
01015E7IKUX,SANTP58126,1740.9,2015-01-02
01015E7INZO,VEKID31388,1471.3,2015-01-02
01015E7IPGR,ANDER73468,1282.9,2015-01-02
01015E8IKMF,KATZI44901,1448.7,2015-01-02
01015C8ILHE,MILLC83932,1914.3,2015-01-02
01015C8INIL,CONLD86442,1609.5,2015-01-02
01015C8IPAN,BROWH73395,2147.2,2015-01-02
01015K8IMGN,SMILD72736,5933.8,2015-01-02
01015K8IMNU,LIU9W64872,806.6,2015-01-02
01015K8IMZM,MURRD30049,731.4,2015-01-02
01015K8IOBK,POTTM525Z6,312.7,2015-01-02
01015K8IODA,GIANA73169,608.4,2015-01-02
01015K8IOPK,POTTM525Z6,591.5,2015-01-02
01015M4IPIR,MASSE73427,1496.9,2015-01-02
01015M5ILDP,BOURL99238,2138.9,2015-01-02
01015N4INRS,STANK84583,813.2,2015-01-02
010150EIKOA,SEEGK69514,182.8,2015-01-02
010150EILRZ,SCHWE72615,194.4,2015-01-02
010150EILXA,FILAJ72652,453.6,2015-01-02
010150EIMED,ANNED31657,469.8,2015-01-02
010150EIMOQ,BARRR72806,550.8,2015-01-02
01015I9IOCD,MCDEM73145,2389.8,2015-01-02
01015D2IMPK,HANOD72805,1419,2015-01-02
01015D2IPDK,BURCP73432,850,2015-01-02
01015EVIMEL,ROTHS92912,3928.6,2015-01-02
01015P2IKSZ,HARRD84089,95.4,2015-01-02
01015P2ILGX,NATIK72506,919.4,2015-01-02
01015C6IKTK,BOUCR72406,2466.2,2015-01-02
01015C6IKYZ,NOBRR25659,106.3,2015-01-02
01015C6ILRV,BECKK34001,446.6,2015-01-02
01015C6IPHG,LEBLS92920,547.6,2015-01-02
01015E5IKBR,RUBIS56086,272.9,2015-01-02
01015E5IKNQ,FILCG10302,844.2,2015-01-02
01015H6IOPG,SISKK68481,272.2,2015-01-02
01015H6IOPGA,SISKK68481,326.6,2015-01-02
01015H7INVV,SAPPL73101,2221,2015-01-02
01015JVIMVF,SARIE70727,385.2,2015-01-02
01015JVIKRM,NAPOJ10664,471.9,2015-01-02
01015NVIKTT,FERNJ72415,2552.7,2015-01-02
01015NVILSV,WARME72612,216.2,2015-01-02
01015NVILUD,WARMP60146,433.4,2015-01-02
01015NVIMHA,SILIL72733,899.4,2015-01-02
01015NVIMTF,SERKL71763,358.5,2015-01-02
01015NVINNJ,HENRK73021,602.9,2015-01-02
01015NVINON,TIMLC28924,510.5,2015-01-02
01015NVINXP,ROBBL72269,642.1,2015-01-02
01015NVIOCH,GROVJ73157,274.8,2015-01-02
01015NVIOCHA,GROVJ73157,212.9,2015-01-02
01015NVIORD,FRISV99033,890.7,2015-01-02
01015N1ILUP,QUINB62136,214,2015-01-02
01015N3ILKK,PODRM72548,277.1,2015-01-02
01015N3IMGD,DALBK51654,1539.7,2015-01-02
01015N3INAN,BANDG72898,2138.9,2015-01-02
010150TIKQP,DOLFC30340,454.1,2015-01-02
010150TIKRD,STAAR58281,935.2,2015-01-02
010150TIKWO,OPPEW62070,1362.4,2015-01-02
010150TILCE,WILBB12040,653.1,2015-01-02
010150TIMJU,ROYMI72764,868.2,2015-01-02
010150TIMMZ,SUSCP72784,755.7,2015-01-02
01015T1IMMC,CAMPD40038,1730,2015-01-02
01015T1IOFE,MCCOC73181,1966.7,2015-01-02
01015T1IPBO,CANDM52652,534.1,2015-01-02
01015T2IKQE,ROLLR31861,2275.2,2015-01-02
01015T2IKWK,MURPA72389,43.4,2015-01-02
01015T2ILVQ,BENAC72631,2544.7,2015-01-02
010150AINNZ,CONNP73026,4585.7,2015-01-02
010150AIOAN,BUDHD51092,1209.6,2015-01-02
010150CIKEC,WILSA72307,2031.9,2015-01-02
010150CIKUM,BIGAB61450,5027.9,2015-01-02
010150CIKYA,BLAIN50922,240.8,2015-01-02
010150CIMTE,FASSB72838,1402.9,2015-01-02
010150CINFV,DERIJ72953,747.9,2015-01-02
010150MILIB,SPINB11757,842.4,2015-01-02
01025A1ITFB,HASSO73946,19.4,2015-01-02
01025A1IWBH,KELLC34978,27.1,2015-01-02
01025A1IXSR,WERTT87239,75.5,2015-01-02
01025C4IUCS,OWEND63664,106.3,2015-01-02
01025C5ISQZ,MCGIE73916,106.3,2015-01-02
01025A1ITCU,COLOK55870,27.1,2015-01-02
01025E3IWJL,KABAG74348,352,2015-01-02
01025E5IUHZ,MCGHD69375,64.2,2015-01-02
01025E8IWPA,LANGJ74527,74.9,2015-01-02
01025RVIVHZ,DOWNJ67941,597.2,2015-01-02
01025RVIXZB,MICHH74814,711.7,2015-01-02
01025R2ISIT,SLOCA73878,181.7,2015-01-02
01025R2ITNE,BUZZV80241,225.7,2015-01-02
01025MVIRLV,MOBLK44434,574.2,2015-01-02
01025MVIRUV,FRANG70696,170,2015-01-02
01025MVITSQ,WHITJ74092,668.9,2015-01-02
01025MVIUFF,MIECD62634,400,2015-01-02
01025MVIUUO,GREEJ33577,536,2015-01-02
01025MVIXTK,FROIV74764,185,2015-01-02
01025MVIXZW,FALKD74819,329.7,2015-01-02
01025M5IRRR,DARSP73767,1647.8,2015-01-02
01025SVIUWH,ELTMJ38240,323.9,2015-01-02
01025SVIVJR,GEHRC18961,75.6,2015-01-02
01025SVIVYC,KNICR74430,332.6,2015-01-02
01025SVIYAH,MARSJ74821,47.5,2015-01-02
0102508IQYG,DRAPT91847,764.9,2015-01-02
0102508ITSH,BELLL98131,164.9,2015-01-02
0102508ITWV,ONGKF71306,414.8,2015-01-02
0102509IRHW,CONTJ49370,77.8,2015-01-02
0102509ITHO,BONHI96484,75.6,2015-01-02
0102509IVQS,QUICS74355,194.3,2015-01-02
01025J2IXSC,BRADR96035,152.3,2015-01-02
01025KVIRGQ,NULLP20275,1088.6,2015-01-02
01025KVIRGQA,NULLP20275,318,2015-01-02
01025KVIRQI,ENSSK38005,349.7,2015-01-02
01025KVISPT,KNABL21844,104.9,2015-01-02
01025KVISTB,BATTL65750,572.4,2015-01-02
01025KVISYJ,MCCAK73964,219.4,2015-01-02
01025KVITAI,POTTS17846,295.7,2015-01-02
01025KVIUHP,HWANS99270,125.1,2015-01-02
01025KVIVHQ,GONDE27612,298.5,2015-01-02
01025KVIVLV,HENDD91891,942.3,2015-01-02
01025KVIVSW,MCCUL86829,530,2015-01-02
01025KVIXAP,CONTA97357,79.5,2015-01-02
01025KVIXKO,EVANK56393,190.8,2015-01-02
01025KVIXNK,JACKJ74723,848,2015-01-02
01025K4IVOD,CONAJ19105,249.1,2015-01-02
01025K4IYMK,ROBTV56772,482.3,2015-01-02
01025K9IRAU,STEFJ82018,200.3,2015-01-02
01025K9ISKU,HAZEM20067,413.4,2015-01-02
01025K9ISNH,CARDF24070,742,2015-01-02
