OrderID,CustomerID,ReturnSales,ReturnDate
05275R3XGQBA,ARENZ59047,0,2015-06-06
03305I7HAUA,ARORK85904,0,2015-06-08
040350JIBKQ,ARTHK42643,0,2016-01-25
02075D1SAWE,ASHBB20420,0,2015-12-31
02035NNQWJN,ATLAG81840,0,2015-02-09
02035NNQWJN,ATLAG81840,0,2016-02-29
02035NNQWJN,ATLAG81840,0,2016-09-12
03135L3BUJM,AUDDF65711,0,2015-05-07
01055I7JSUZ,AYALL78734,0,2015-06-15
05245G2WIAQ,AYISS54512,0,2015-06-18
03285H1GLMM,AZADK83263,0,2016-04-04
04015E5HPLQ,AZATM91914,0,2015-04-23
01195E1NMRZ,ALVEN87740,0,2015-01-30
02195D1VKFD,AMALC17158,0,2015-03-09
10014A1GPKX,ANGLJ57063,0,2015-09-18
01105E1LDCU,ARNIL38155,0,2015-06-24
02165E7UIFQ,AUMES32440,0,2015-02-19
12304M6IAMB,AUSTS68974,0,2015-01-05
05155SVTRDU,AVALT58192,0,2015-05-28
02115L3SXKH,ANDRS24348,0,2015-02-16
02195H7VMMJ,AOURE38056,0,2015-02-25
01105I1KZMX,APARE82690,0,2015-01-17
03255H4FMJI,ARGUF79729,0,2016-04-25
05255C9WQEB,ASHRB88280,0,2016-06-10
05025C4QREI,AVILS32322,0,2015-05-11
0221502WDIC,BADAA25113,0,2015-02-26
02285C2XZOW,BAEHJ53114,0,2015-03-24
1231408IHEZ,BAKEE71861,0,2015-01-21
042550HOHHH,BALIR74274,0,2015-10-08
042550HOHHH,BALIR74274,0,2015-10-13
04275I1PGOB,BARBC13654,0,2015-05-06
02075D2RZGH,BARKT20003,0,2015-04-01
04015G2HPXY,BARRS71719,0,2015-04-07
050950GSEQG,BAUEF50491,0,2015-05-11
05275N1XDDS,BAUEJ52113,0,2016-02-01
05065H6RNER,BAKOL38965,0,2015-06-01
12164I4EGKCA,BALAB56778,0,2015-03-23
04255R3OEHV,BAYEM23128,0,2015-04-27
01255I1PBGC,BECKA98732,0,2015-07-03
04115LVKHKY,BENIL98432,0,2015-04-13
03025P4YNDC,BERGM80200,0,2015-03-16
03045C6ZBQM,BATES15183,0,2015-08-24
03135E3BQXY,BATIP64171,0,2015-04-06
04275E1PEXT,BENNN28026,0,2015-05-06
03215E4EGDX,BENEH65693,0,2015-04-24
03265K9FQAU,BEREJ99577,0,2015-06-26
11264K8YEIB,BERGD22825,0,2014-12-30
03125N5BMIM,BLAND63571,0,2015-03-16
0114508LXHG,BLUNN34345,0,2015-01-21
05245F4WCQJ,BOLLM53155,0,2015-06-02
03115W2AYKP,BONAR90676,0,2015-03-27
01035I1JFHC,BERLB76218,0,2015-01-09
03145E1CAXA,BESHE65726,0,2015-03-24
03095C2AQXH,BILAP60672,0,2015-03-11
022750EXOXA,BLACR46426,0,2015-03-02
04065C2ISIZ,BLACS92299,0,2016-08-02
03225R3ENFM,BLISS90014,0,2015-03-23
05255NVWSIK,BLOCP40093,0,2015-07-08
05045W2QXVA,BOGHS78043,0,2016-01-15
02135N1TIEJ,BOWEP26208,0,2015-03-16
04155H9LAWY,BOWME55146,0,2015-04-20
05235M4VVUB,BOHUR97223,0,2015-06-01
01225M4ODPQ,BOIED86910,0,2015-02-27
05065H2RPML,BOLAA31338,0,2015-05-14
05025H2QLIL,BOLAA31338,0,2015-06-01
01105I3LDWD,BONOP83386,0,2015-01-15
031250ABLTO,BOYDP85618,0,2015-04-06
03155R3CKTV,BRAMW82043,0,2015-03-18
02155N2UEBB,BOVIR36754,0,2016-09-22
12144C5DUEQ,BRACM65840,0,2015-10-15
04045K3IGEL,BRANL83523,0,2015-04-06
04045K3IGEL,BRANL83523,0,2015-04-10
04065M5ISBQ,BRANM92253,0,2015-04-21
03145K7CFWK,BRESD78135,0,2015-04-07
05145K7TLNC,BRILJ13963,0,2015-07-07
04245P3NQJU,BROWD79251,0,2016-05-02
04275L1PEYN,BROWK14003,0,2015-06-29
05125LVSXWU,BROWW40345,0,2015-06-10
03285K5GFMO,BROWZ82157,0,2015-08-11
01025L1IWRB,BRUMP61830,0,2015-04-06
01275N5PJTIB,BRZOP89702,0,2015-02-02
010450EJJEN,BURCB31102,0,2015-03-16
05255K8WOCM,BURGC56007,0,2015-06-02
02135L3TICR,BRUSD17054,0,2015-05-13
05125L3SXHR,BRUSD17054,0,2015-05-13
05285C5XNUZ,BUNGG59834,0,2015-10-27
04045M5ININ,BUONF91555,0,2015-04-15
042450TNREG,BYRNS41043,0,2015-04-27
03245G5FECA,BROWA78527,0,2015-04-01
03125W2BHUN,BUTLK77376,0,2015-03-20
05215FVVERQ,CAING48736,0,2015-05-29
01245J2OUFP,CAMBN97456,0,2015-01-26
022450TWTBL,CAMER51338,0,2015-12-03
02165H8UMBG,CARCC33376,0,2015-05-20
05245N2WBGQ,CAMPD52833,0,2015-06-02
01155E5MEFCA,CAMPE85359,0,2015-01-28
01155E5MEFC,CAMPE85359,0,2015-02-10
03195K5DLIS,CAREW86578,0,2015-04-08
01095C6KSKL,CARPA81663,0,2015-03-23
04035M4IBAP,CARPR89213,0,2015-05-21
05025M4QQZO,CARRD10125,0,2015-05-26
02095G2SKLS,CARTE22548,0,2015-03-10
04035R3HYGP,CASTS36144,0,2015-06-22
03075C5ZTFS,CABED39760,0,2015-03-13
05195C2URBR,CAPPM47000,0,2015-05-21
01255W2OXQD,CARAM33340,0,2015-02-02
02205G2VNYO,CARAN38287,0,2015-03-06
05015H5QIXD,CARIR30993,0,2016-06-08
05015H5QIXD,CARIR30993,0,2016-07-11
01145A1LXBF,CARYG84385,0,2015-02-18
01075A1KCEM,CASAK35205,0,2015-02-16
041350EKPVE,CELEM93881,0,2015-07-30
05245L2WBFI,CELLR52824,0,2015-05-28
02165W2UIJT,CENTC17303,0,2015-03-17
05065W2RKQL,CERVM28229,0,2015-05-20
02035M3QYBY,CHAFD41842,0,2016-04-13
02165N2URQO,CAVAJ29532,0,2015-03-23
05185H6UHWS,CAVAM17126,0,2015-06-11
01285E1POUD,CERRB32804,0,2015-10-12
03095H7AQUY,CHENL60640,0,2015-03-17
03205I8DWPN,CHURU13814,0,2015-06-15
040250CHWGU,CIAFA88623,0,2015-04-13
04045KVILTM,CHHAS83290,0,2015-04-20
01105H8KVNO,CHRIA35143,0,2015-08-06
04165T1LKZO,CILIJ70702,0,2015-04-20
05025C2QLDU,CIMAG87526,0,2015-05-04
03085C2ABWO,COGGD13909,0,2015-06-15
03145W2BXBQ,COHEG63313,0,2015-04-08
03015N1YGUGA,CARNE50915,0,2015-11-16
04015C9HPBT,CAROA66572,0,2015-04-10
021450JTQEX,CARON27751,0,2015-03-30
03305M6GYUQ,CARRJ84367,0,2015-04-09
03305E9HADB,CARRM65053,0,2015-03-31
03215R3EIZS,CASPJ75055,0,2015-07-27
02055PVRKHH,CATHM31559,0,2015-02-17
03095C8ALSR,CHAMB59926,0,2015-03-23
12184K5EVYH,CHARD58742,0,2015-07-01
02285M4YCMJ,CHARL49861,0,2015-03-16
04015M4HMFQA,CHARP87275,0,2015-04-04
04245H5NFLF,CHIEG42643,0,2015-05-22
01115H5LKCX,CHUNS84717,0,2015-01-24
02285H4XTCP,CLARJ43993,0,2015-03-02
04115C6JZNM,COLLD532Z5,0,2015-04-15
01015C7INPG,CORYA72966,0,2016-03-18
01165H5MPLG,COSBL88510,0,2015-02-23
02145K5TVWK,COTTR87436,0,2015-04-28
02165PVUIMR,COLOJ32485,0,2015-03-20
02145K8TSEF,COMOM28251,0,2015-03-31
05275L3XBHZ,COPEC48907,0,2015-05-28
03225I7EMMQ,COWEK75782,0,2015-04-06
04225H4MXEM,CRUSK67973,0,2015-04-25
01245I6OOJR,CRUZN16867,0,2015-03-18
05065LVRPHN,CRUZN60497,0,2015-05-21
04235N2NAUO,COLEP18408,0,2016-07-15
01175R3MXVM,CONWB90119,0,2015-01-22
02275K6XMZQ,CONWS10983,0,2015-04-01
05255K6WUBJ,CORRE39008,0,2015-06-08
03275M5FVNE,COZZD80335,0,2015-04-02
112940HZAIE,CRONA44199,0,2015-01-13
042150CMSDJ,CROS17P,0,2015-04-27
01255L3PBTZ,CUNGK98818,0,2015-02-05
02225R4WJGA,CROUM12395,0,2015-03-09
01085G2KMHG,CUKOK81099,0,2015-01-15
04245G2NTNQ,CURIA21268,0,2015-04-28
01255F2OYMN,CURTC88003,0,2015-02-19
01035P2JGOY,CZAPJ76466,0,2015-01-09
01195C2NIUR,CZECC35810,0,2015-02-02
02055K6RKTYA,DALES90279,0,2015-02-16
02205K1VUAH,DANEK33572,0,2015-05-27
02165K1UMOW,DANEK33572,0,2015-06-15
05295I3XUJY,DELLA53438,0,2015-08-27
01235H3OKAU,DELLS39777,0,2015-07-13
05095N3SILY,DAVIJ65388,0,2015-05-14
04155N3LCPD,DAVIJ65388,0,2015-05-14
04265E4OTHU,FANAG26128,0,2015-07-06
01105N5LAYI,FAUGS29348,0,2015-01-26
05185M3UJUT,FELDJ46087,0,2015-05-25
05135G3TFFQ,FELID81260,0,2015-05-18
03215E4EIFH,FELIE10989,0,2015-04-22
02265K6XHMD,FIELB42975,0,2016-06-20
05025I2QQZV,FIGED32299,0,2015-05-18
04195I8MEVM,FIGUJ85767,0,2015-04-20
12034C1ATGY,ETCHL45164,0,2015-05-18
01245T2ORUO,FARGW96936,0,2015-07-20
03145P5CFUH,FARID66702,0,2015-04-08
03155L3CKAE,FEASR67639,0,2015-11-25
03285W2GBPL,FENNL82830,0,2015-03-30
04085M5JFML,FERRJ62594,0,2015-04-13
03115M5BFQEA,FERRJ62594,0,2015-04-13
05255K6WMQQ,FINKR55628,0,2015-06-16
01315N1QHFP,FINLJ56954,0,2015-02-03
04265T1ONYR,FIUMJ24929,0,2015-04-30
01175M5MQGF,FOGES88637,0,2015-02-10
02085N3SDAH,FORDJ65694,0,2015-03-03
03095M6AKIZ,FORTJ15839,0,2015-03-10
05165F3TWMD,FORTJ80285,0,2015-06-04
04085L2JJSD,FRANC38671,0,2015-04-21
02155M3TYVW,FRAZG30050,0,2015-02-20
050450GRBZZB,FRELA34143,0,2015-05-29
01115N4LFUI,FISHJ83771,0,2015-07-31
0417502LPXOA,FISHL12767,0,2015-04-20
04105H2JYMI,FISHM92616,0,2015-05-04
04195H2MHLU,FISHM92616,0,2015-04-20
04195H2MHLU,FISHM92616,0,2015-05-04
03045H5ZCBR,FORDZ53876,0,2015-04-21
01105JVKYWW,FORNR82565,0,2015-02-09
022150JWCAV,FORSM44282,0,2015-02-23
05255E4WTSE,FRANL57428,0,2015-11-05
04085I9JHAI,FRANT67911,0,2015-05-12
12014E8AATI,FURML33075,0,2016-05-04
01015M6INLRA,GAGLK73015,0,2015-01-05
01035M4JCQI,GAGNR75372,0,2015-01-17
05165E9TZGC,FLORG44099,0,2016-01-05
01065M3JWWFA,FRITS78282,0,2015-01-15
01015RVIOJTA,FRUSJ73237,0,2015-03-18
05255CVWNWQ,GALBJ55996,0,2015-06-17
12224M5FZAJ,GASKL98885,0,2015-02-09
03315K8HGEG,GEORJ86470,0,2015-04-17
11184W2VUVU,GEORM86540,0,2015-02-23
03245F3FCFD,GEORR12230,0,2016-09-09
02145G1TQOH,GADSC56268,0,2015-04-24
04215K8MRKQ,GALLC85871,0,2015-04-27
04215K8MRKQ,GALLC85871,0,2015-04-29
02075E8RZGG,GAMBT16365,0,2015-02-16
02075E8RZGG,GAMBT16365,0,2015-03-05
02075E8RZGG,GAMBT16365,0,2015-03-03
01255I6OZXF,GERBL98456,0,2016-07-18
04115H5KBXF,GIANE81774,0,2015-06-01
05055K5RGIG,GARCJ72825,0,2015-07-01
03275I8FXPI,GARCR81051,0,2015-04-16
01285H4POFS,GARLS58206,0,2015-08-18
042650TOYPT,GEMMK58699,0,2015-05-23
0130503PWDU,GENGJ11230,0,2015-02-02
03215N4EEBH,GERRW19064,0,2015-04-08
05185N3UIWI,GIBSL45944,0,2015-06-23
04185N5LWYS,GIBST14076,0,2015-04-20
11144E9ULND,GILMB73706,0,2015-03-24
12024E3AFMV,GILML70546,0,2015-03-30
01105A1LAFT,GLASJ24211,0,2015-01-29
04155F2LGLFA,GOBAI12089,0,2015-05-04
01235KVOMLZ,GODFM15744,0,2015-01-29
01255N2PCIM,GOLDK79590,0,2015-06-16
03125P4BIWN,GONZK14852,0,2015-03-24
04275G2PIBY,GOURE50241,0,2016-09-22
122840JHHGQ,GRAEN83782,0,2015-02-14
030450HZCIUA,GRASD54114,0,2015-04-24
04135E4KUCT,GREEB63819,0,2015-04-22
03225H4ENON,GREEC75982,0,2016-04-20
03025SVYONXA,GREGS83060,0,2015-03-12
12034G5ATKU,GRUBE12309,0,2015-03-04
12264N3GVUR,GUILM65879,0,2015-06-22
04045K3IGEL,GUMEY92125,0,2015-04-14
04145PVKZGV,GIOID313Z0,0,2015-05-05
03225C2EORRA,GLOWS22718,0,2015-03-23
02105G2SQBH,GOIND11991,0,2015-02-16
0119500NJPB,GOLD4320,0,2015-04-29
02145W2TUUA,GOMEM26929,0,2015-03-05
01175E3MQNC,GRIFK88670,0,2015-01-23
12314C9IISS,GRANJ72062,0,2016-04-04
03215H1EFYG,GRANK69091,0,2015-03-21
01105E5KYBT,GRELT41392,0,2015-01-19
02165H5UQAU,GUNTP34481,0,2015-03-18
05195E9UTSX,HADDV47391,0,2016-07-01
01145K4MAOJ,HAGEG95147,0,2015-01-19
03175H4CWPZ,HAGGJ81252,0,2015-08-20
04015G2HMUS,HAIMC87361,0,2015-04-07
12304E3IDPC,HALPJ71439,0,2015-02-10
10254H8ODRQ,HAMBE39653,0,2015-04-28
02085C7SGNS,HANBR21906,0,2015-02-09
12304K8ICSI,HANEP71308,0,2015-02-16
04105C1JYKJ,HAREZ69753,0,2015-04-24
01305G2PXETA,HARRT11295,0,2015-05-29
01245R4OWMG,HATCL43751,0,2016-09-15
05155CVTQUB,HEARB42637,0,2015-08-03
05035I7QTKW,HALEA86229,0,2015-05-11
05145W2TKUR,HANNI41919,0,2016-06-27
03105RVAVZJ,HANNL74353,0,2015-03-24
042150TMTOO,HARRC36580,0,2015-06-11
01075N3KGCH,HARRL74256,0,2015-02-13
04035N5IDQI,HASAR76331,0,2015-04-20
01105LVLBAY,HAYEJ45852,0,2015-01-12
01055I2JTCQ,HEBRU76695,0,2015-04-29
03295L2GQZI,HAASJ51698,0,2015-04-06
01125C9LMFX,HAASM84932,0,2015-02-23
03265E9FTGN,HALLM46959,0,2015-04-01
02045E4RFSQ,HANSL67675,0,2015-02-16
04035G3ICYI,HAOUM86765,0,2016-04-04
04305K5PXGA,HERNA49418,0,2015-05-08
0117503MQII,HICKE80298,0,2015-01-27
0117503MQII,HICKE80298,0,2015-01-26
02255I2XDHYA,HIDAR45460,0,2015-04-20
03275P1FYAN,HEIND81108,0,2015-04-03
04245G5NMFL,HERTR70957,0,2015-05-21
01075N3KHIC,HESSM80562,0,2016-01-18
05285MVXIAU,HIGGM15920,0,2015-06-22
01135N5LVKN,HIGHC86809,0,2015-03-30
02145L3TSMX,HOBBJ74572,0,2015-06-10
05245C8WHDT,HOFFN61924,0,2016-02-16
03295K3GSGX,HOFFR680Z9,0,2015-04-30
01295K8PSBP,HOLMD10772,0,2015-02-24
10084D2IPKB,HODGS64436,0,2015-02-20
02155EVTXYJA,HOLBK29800,0,2015-03-11
01205R2NTJO,HOLLF78046,0,2015-02-04
0315508CIQZ,HORNJ67321,0,2016-08-09
04295M3PPFS,HOROA24113,0,2015-05-11
04205L2MLKW,HOROS43470,0,2015-04-29
0325503FLIP,HOWEE31409,0,2015-03-26
12194G5FFHS,HULLB18770,0,2015-02-16
02165CVUNOR,HOPKW33841,0,2015-07-20
02205G5VRJC,HUAMA38622,0,2015-03-04
04015G5HLSQA,IDOWA86996,0,2015-04-27
04015G5HLSQ,IDOWA86996,0,2015-04-27
021750JUUIM,HOUS191,0,2015-03-31
12144N3DUJV,IACOS55432,0,2015-03-26
03095E6AOFL,IANNA28496,0,2015-03-26
04215L3MPWA,IRRED96704,0,2015-05-19
05095P3SCPQA,ISAAS37170,0,2015-06-12
01125P5LMXL,JAMEC56438,0,2015-06-15
02015H9QORI,JEANI80570,0,2015-02-24
02065F2ROII,JEANP67416,0,2015-03-12
03285L4GBWK,INCIB90103,0,2015-04-02
04255JVODKP,IPPOC22980,0,2015-05-08
02175M4UWCP,JACOR26744,0,2015-02-18
03085K6AIZG,JAGAA25980,0,2015-05-18
03305K8GZBPB,JAINP67428,0,2015-04-06
04265C3OYMP,JAPPB24412,0,2015-04-27
05175I4UBOC,JASTS47223,0,2016-03-21
04125EVKKNY,JHONM15960,0,2015-05-20
04155E1LDUI,JOHNR39740,0,2015-04-29
05185I2UHQX,JENKA45814,0,2015-05-22
